date,year,holiday_name,holiday_type,venue_scope,venues_closed,observed_scope,n_missing,n_active,affected_instruments
1990-02-19,1990,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,7,7,"cl1s,gc1s,hg1s,ho1s,pl1s,rb1s,si1s"
1990-04-13,1990,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1990-05-28,1990,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1990-07-04,1990,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1990-09-03,1990,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1990-11-22,1990,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1990-12-25,1990,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-01-01,1991,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-02-18,1991,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-03-29,1991,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-05-27,1991,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-07-04,1991,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-09-02,1991,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-11-28,1991,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1991-12-25,1991,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-01-01,1992,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-02-17,1992,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-04-17,1992,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-05-25,1992,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-07-03,1992,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-09-07,1992,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-11-26,1992,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1992-12-25,1992,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-01-01,1993,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-02-15,1993,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-04-09,1993,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-05-31,1993,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-07-05,1993,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-09-06,1993,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-11-25,1993,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-12-24,1993,Christmas Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1993-12-31,1993,New Year's Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-02-21,1994,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-04-01,1994,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-04-27,1994,Nixon state funeral,adhoc,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-05-30,1994,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-07-04,1994,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-09-05,1994,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-11-24,1994,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1994-12-26,1994,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-01-02,1995,New Year's Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-02-20,1995,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-04-14,1995,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-05-29,1995,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-07-04,1995,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-09-04,1995,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-11-23,1995,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1995-12-25,1995,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-01-01,1996,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-02-19,1996,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-04-05,1996,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-05-27,1996,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-07-04,1996,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-09-02,1996,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-11-28,1996,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1996-12-25,1996,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-01-01,1997,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-02-17,1997,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-03-28,1997,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-05-26,1997,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-07-04,1997,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-09-01,1997,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,8,8,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-11-27,1997,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,8,9,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1997-12-25,1997,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-01-01,1998,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-01-19,1998,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-02-16,1998,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-04-10,1998,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-05-25,1998,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,9,9,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-07-03,1998,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-09-07,1998,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-11-26,1998,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1998-12-25,1998,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,10,10,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-01-01,1999,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,10,10,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-01-18,1999,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-02-15,1999,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-04-02,1999,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,mixed,9,10,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-04-05,1999,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,10,fesx1s
1999-05-24,1999,Whit Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,10,fesx1s
1999-05-31,1999,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,9,10,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
1999-07-05,1999,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
1999-09-06,1999,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
1999-11-25,1999,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
1999-12-24,1999,Christmas Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
1999-12-31,1999,New Year's Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,mixed,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2000-01-17,2000,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-02-21,2000,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-04-21,2000,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-04-24,2000,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2000-05-01,2000,Labour Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2000-05-29,2000,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-07-04,2000,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-09-04,2000,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-11-23,2000,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-12-25,2000,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2000-12-26,2000,Boxing Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2001-01-01,2001,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-01-15,2001,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-02-19,2001,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-04-13,2001,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-04-16,2001,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2001-05-01,2001,Labour Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2001-05-28,2001,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-07-04,2001,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-09-03,2001,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-09-12,2001,9/11 aftermath - markets closed,adhoc,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-09-13,2001,9/11 aftermath - markets closed,adhoc,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-09-14,2001,9/11 - CME equity still closed (NYMEX/COMEX reopened via ACCESS),adhoc,cme_equity,CME_EQ,exchange_specific,2,11,"es1s,nq1s"
2001-11-22,2001,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-12-25,2001,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2001-12-26,2001,Boxing Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2002-01-01,2002,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-01-21,2002,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-02-18,2002,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-03-29,2002,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-04-01,2002,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2002-05-01,2002,Labour Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2002-05-27,2002,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-07-04,2002,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-09-02,2002,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-11-28,2002,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-12-25,2002,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2002-12-26,2002,Boxing Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2003-01-01,2003,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-01-20,2003,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-02-17,2003,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-04-18,2003,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-04-21,2003,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2003-05-01,2003,Labour Day (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2003-05-26,2003,Memorial Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-07-04,2003,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-09-01,2003,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-11-27,2003,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-12-25,2003,Christmas Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2003-12-26,2003,Boxing Day (Eurex),recurring,eurex,EUREX,mixed,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2004-01-01,2004,New Year's Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-01-19,2004,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-02-16,2004,Presidents' Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-04-09,2004,Good Friday,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-04-12,2004,Easter Monday (Eurex),recurring,eurex,EUREX,exchange_specific,1,11,fesx1s
2004-05-31,2004,Memorial Day,recurring,global,NYMEX/COMEX+CME_EQ+EUREX,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-06-11,2004,Reagan state funeral,adhoc,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-07-05,2004,Independence Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-09-06,2004,Labor Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-11-25,2004,Thanksgiving Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-12-24,2004,Christmas Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,global,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2004-12-31,2004,New Year's Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,mixed,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2005-01-17,2005,Martin Luther King Jr. Day,recurring,us_futures,NYMEX/COMEX+CME_EQ,exchange_specific,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
