date,category,scope,venue_group,label,n_missing,n_active,affected_instruments
2011-09-05,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-11-24,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2011-12-26,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2012-01-02,full_holiday,exchange_specific,US_FUTURES,New Year's Day,10,11,"cl1s,es1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2012-01-16,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-02-20,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-04-06,full_holiday,mixed,MIXED,Good Friday,9,11,"cl1s,fesx1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-04-09,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2012-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2012-05-28,full_holiday,exchange_specific,US_FUTURES,Memorial Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-09-03,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-11-22,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2012-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
2012-12-25,full_holiday,global,ALL,Christmas Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2012-12-26,full_holiday,exchange_specific,EUREX,Boxing Day (Eurex),1,11,fesx1s
2012-12-31,early_close,exchange_specific,EUREX,New Year's Eve (early close),1,11,fesx1s
2013-01-01,full_holiday,global,ALL,New Year's Day,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2013-01-21,full_holiday,exchange_specific,US_FUTURES,Martin Luther King Jr. Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-02-18,full_holiday,exchange_specific,US_FUTURES,Presidents' Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-03-29,full_holiday,global,ALL,Good Friday,11,11,"cl1s,es1s,fesx1s,gc1s,hg1s,ho1s,ng1s,nq1s,pl1s,rb1s,si1s"
2013-04-01,full_holiday,exchange_specific,EUREX,Easter Monday (Eurex),1,11,fesx1s
2013-05-01,full_holiday,exchange_specific,EUREX,Labour Day (Eurex),1,11,fesx1s
2013-05-27,full_holiday,exchange_specific,US_FUTURES,Memorial Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-07-04,full_holiday,exchange_specific,US_FUTURES,Independence Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-09-02,full_holiday,exchange_specific,US_FUTURES,Labor Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-11-28,full_holiday,exchange_specific,US_FUTURES,Thanksgiving Day,8,11,"cl1s,gc1s,hg1s,ho1s,ng1s,pl1s,rb1s,si1s"
2013-12-24,early_close,exchange_specific,EUREX,Christmas Eve (early close),1,11,fesx1s
