instrument,date,t1,partition,side,sigma,pt,sl,h,ret,label,touch
rb1s,2020-12-09,2020-12-16,train,1.0,0.017623150449451026,2.5,0.25,15,0.06034955642361162,1,pt
rb1s,2020-12-10,2020-12-11,train,1.0,0.018093644642311495,2.5,0.25,15,-0.006759835716608431,0,sl
rb1s,2020-12-11,2020-12-17,train,1.0,0.017613226007219433,2.5,0.25,15,0.06148199015201161,1,pt
rb1s,2020-12-14,2020-12-17,train,1.0,0.015688327677629066,2.5,0.25,15,0.05230839140675303,1,pt
rb1s,2020-12-15,2020-12-17,train,1.0,0.015486654602169652,2.5,0.25,15,0.04620138710432342,1,pt
rb1s,2020-12-16,2020-12-22,train,1.0,0.015710161785378172,2.5,0.25,15,-0.00990464815174763,0,sl
rb1s,2020-12-17,2020-12-21,train,1.0,0.016194877714406163,2.5,0.25,15,-0.019955335042299405,0,sl
rb1s,2020-12-18,2020-12-21,train,1.0,0.016071506455501455,2.5,0.25,15,-0.025222129247583713,0,sl
rb1s,2020-12-21,2020-12-22,train,1.0,0.017857420163134165,2.5,0.25,15,-0.01536312682597274,0,sl
rb1s,2020-12-22,2020-12-30,train,1.0,0.018190627826719815,2.5,0.25,15,0.04926993695819215,1,pt
rb1s,2020-12-23,2020-12-28,train,1.0,0.01685296301418948,2.5,0.25,15,-0.011262896443997805,0,sl
rb1s,2020-12-24,2020-12-28,train,1.0,0.016733794324709648,2.5,0.25,15,-0.00838070309210881,0,sl
rb1s,2020-12-28,2021-01-05,train,1.0,0.016874593041132997,2.5,0.25,15,0.06717130734878651,1,pt
rb1s,2020-12-29,2021-01-05,train,1.0,0.016061942980275103,2.5,0.25,15,0.05354422058690789,1,pt
rb1s,2020-12-30,2021-01-04,train,1.0,0.01531965533493811,2.5,0.25,15,-0.020266895437732857,0,sl
rb1s,2020-12-31,2021-01-04,train,1.0,0.015179446007444523,2.5,0.25,15,-0.02638110769625357,0,sl
rb1s,2021-01-04,2021-01-05,train,1.0,0.016658592659509634,2.5,0.25,15,0.057688104149528296,1,pt
rb1s,2021-01-05,2021-01-08,train,1.0,0.020283888509536493,2.5,0.25,15,0.06211693436412635,1,pt
rb1s,2021-01-06,2021-01-07,train,-1.0,0.019963920986109593,2.5,0.25,15,-0.0052203389437617265,0,sl
rb1s,2021-01-07,2021-01-08,train,-1.0,0.01988701378430686,2.5,0.25,15,-0.04019693862402929,0,sl
rb1s,2021-01-08,2021-01-12,train,-1.0,0.021015038385975723,2.5,0.25,15,-0.006937690341760838,0,sl
rb1s,2021-01-11,2021-01-12,train,-1.0,0.020993795749223824,2.5,0.25,15,-0.021173065231160804,0,sl
rb1s,2021-01-12,2021-01-26,train,-1.0,0.020926417817532197,2.5,0.25,15,-0.014496128365086847,0,sl
rb1s,2021-01-13,2021-01-25,train,-1.0,0.021082644452195765,2.5,0.25,15,-0.006330603040939575,0,sl
rb1s,2021-01-14,2021-01-26,train,-1.0,0.021105135719804918,2.5,0.25,15,-0.013908545058113564,0,sl
rb1s,2021-01-15,2021-01-19,train,-1.0,0.021609576262821322,2.5,0.25,15,-0.0063465077272741865,0,sl
rb1s,2021-01-19,2021-01-21,train,-1.0,0.02112115120056178,2.5,0.25,15,-0.0063714952012106085,0,sl
rb1s,2021-01-20,2021-01-25,train,-1.0,0.021123836719044792,2.5,0.25,15,-0.009524475869143068,0,sl
rb1s,2021-01-21,2021-01-25,train,-1.0,0.01986815913959993,2.5,0.25,15,-0.006915718740731158,0,sl
rb1s,2021-01-22,2021-01-25,train,-1.0,0.01928570298520131,2.5,0.25,15,-0.008349514684450998,0,sl
rb1s,2021-01-25,2021-01-26,train,-1.0,0.01853653427279917,2.5,0.25,15,-0.010847936843114026,0,sl
rb1s,2021-01-26,2021-02-01,train,-1.0,0.01843408493162038,2.5,0.25,15,-0.00971552075425719,0,sl
rb1s,2021-01-27,2021-02-01,train,-1.0,0.01820871605457405,2.5,0.25,15,-0.011771442787215314,0,sl
rb1s,2021-01-28,2021-02-01,train,-1.0,0.018188588631493852,2.5,0.25,15,-0.009330963968805062,0,sl
rb1s,2021-01-29,2021-02-01,train,-1.0,0.018624802646130305,2.5,0.25,15,-0.02408707577153879,0,sl
rb1s,2021-02-01,2021-02-02,train,-1.0,0.01908700620837555,2.5,0.25,15,-0.016288283307050566,0,sl
rb1s,2021-02-02,2021-02-03,train,-1.0,0.017560442197383053,2.5,0.25,15,-0.02017326652361895,0,sl
rb1s,2021-02-03,2021-02-08,train,-1.0,0.013836455799892854,2.5,0.25,15,-0.015892272252411077,0,sl
rb1s,2021-02-04,2021-02-08,train,-1.0,0.013785120443340966,2.5,0.25,15,-0.018239298929412895,0,sl
rb1s,2021-02-05,2021-02-08,train,-1.0,0.013798712591787568,2.5,0.25,15,-0.015461104488828648,0,sl
rb1s,2021-02-08,2021-02-12,train,-1.0,0.011535628416504596,2.5,0.25,15,-0.01056842617333631,0,sl
rb1s,2021-02-09,2021-02-12,train,-1.0,0.01079111067729377,2.5,0.25,15,-0.01129302054293646,0,sl
rb1s,2021-02-10,2021-02-12,train,-1.0,0.010722753280133753,2.5,0.25,15,-0.02364824011982347,0,sl
rb1s,2021-02-11,2021-02-12,train,-1.0,0.010701935660452782,2.5,0.25,15,-0.02563325510778247,0,sl
rb1s,2021-02-12,2021-02-16,train,-1.0,0.01178980723906396,2.5,0.25,15,-0.047503693097366684,0,sl
rb1s,2021-02-16,2021-02-17,train,-1.0,0.014108918729298849,2.5,0.25,15,-0.021208190221606138,0,sl
rb1s,2021-02-17,2021-02-22,train,-1.0,0.014425161595826559,2.5,0.25,15,-0.014000997398332604,0,sl
rb1s,2021-02-18,2021-02-22,train,-1.0,0.014904276949165466,2.5,0.25,15,-0.023155997430647224,0,sl
rb1s,2021-02-19,2021-02-22,train,-1.0,0.014938503889041969,2.5,0.25,15,-0.022235161665918435,0,sl
rb1s,2021-02-22,2021-02-23,train,-1.0,0.015122612544013469,2.5,0.25,15,-0.006007563048996412,0,sl
rb1s,2021-02-23,2021-02-24,train,-1.0,0.015134049620399588,2.5,0.25,15,-0.018120977676492345,0,sl
rb1s,2021-02-24,2021-03-04,train,-1.0,0.015275182386785843,2.5,0.25,15,-0.010213885241099119,0,sl
rb1s,2021-02-25,2021-03-04,train,-1.0,0.015226506388845838,2.5,0.25,15,-0.010878365452781535,0,sl
rb1s,2021-02-26,2021-03-04,train,-1.0,0.0159604315109103,2.5,0.25,15,-0.024301463174838167,0,sl
rb1s,2021-03-01,2021-03-03,train,-1.0,0.01533123760254234,2.5,0.25,15,-0.004580781307575776,0,sl
rb1s,2021-03-02,2021-03-03,train,-1.0,0.015123011080658416,2.5,0.25,15,-0.007952901847343652,0,sl
rb1s,2021-03-03,2021-03-04,train,-1.0,0.014981405935109004,2.5,0.25,15,-0.023619224957912355,0,sl
rb1s,2021-03-04,2021-03-05,train,-1.0,0.015154063550617936,2.5,0.25,15,-0.03343510636348479,0,sl
rb1s,2021-03-05,2021-03-10,train,-1.0,0.01602457049831486,2.5,0.25,15,-0.007168110575011655,0,sl
rb1s,2021-03-08,2021-03-10,train,-1.0,0.016403495601438892,2.5,0.25,15,-0.015033923101308577,0,sl
rb1s,2021-03-09,2021-03-10,train,-1.0,0.01639956361812929,2.5,0.25,15,-0.014291287290239207,0,sl
rb1s,2021-03-10,2021-03-11,train,-1.0,0.01634089143263689,2.5,0.25,15,-0.028131762598984755,0,sl
rb1s,2021-03-11,2021-03-12,train,-1.0,0.016143050826207657,2.5,0.25,15,-0.005612722297200445,0,sl
rb1s,2021-03-12,2021-03-17,train,-1.0,0.01592824717077931,2.5,0.25,15,0.04786046422472201,1,pt
rb1s,2021-03-15,2021-03-18,train,-1.0,0.01705306850584368,2.5,0.25,15,0.07626152169457256,1,pt
rb1s,2021-03-16,2021-03-18,train,-1.0,0.014623160147948342,2.5,0.25,15,0.07476679973656053,1,pt
rb1s,2021-03-17,2021-03-18,train,-1.0,0.01581832837647466,2.5,0.25,15,0.05031507996937923,1,pt
rb1s,2021-03-18,2021-03-23,train,1.0,0.01994212036262247,2.5,0.25,15,-0.02453577616564695,0,sl
rb1s,2021-03-19,2021-03-23,train,1.0,0.019946813497705256,2.5,0.25,15,-0.024033760720521435,0,sl
rb1s,2021-03-22,2021-03-23,train,1.0,0.019437104623477388,2.5,0.25,15,-0.03235023994188613,0,sl
rb1s,2021-03-23,2021-03-24,train,-1.0,0.020782031368803175,2.5,0.25,15,-0.04831478571694481,0,sl
rb1s,2021-03-24,2021-03-25,train,1.0,0.023098481504107295,2.5,0.25,15,-0.0341635222145148,0,sl
rb1s,2021-03-25,2021-04-15,train,1.0,0.02439233994228667,2.5,0.25,15,0.06886851425019169,1,pt
rb1s,2021-03-26,2021-03-29,train,-1.0,0.02498667917019231,2.5,0.25,15,-0.015221472038160044,0,sl
rb1s,2021-03-29,2021-04-01,train,-1.0,0.02516991754491702,2.5,0.25,15,-0.01069518775796241,0,sl
rb1s,2021-03-30,2021-04-01,train,-1.0,0.025159999151248377,2.5,0.25,15,-0.012973353183453495,0,sl
rb1s,2021-03-31,2021-04-01,train,-1.0,0.025500705489710944,2.5,0.25,15,-0.03194366649393765,0,sl
rb1s,2021-04-01,2021-04-14,train,-1.0,0.025947748836569594,2.5,0.25,15,-0.006527221074737577,0,sl
rb1s,2021-04-05,2021-04-13,train,-1.0,0.02568191537947357,2.5,0.25,15,-0.007444803206944517,0,sl
rb1s,2021-04-06,2021-04-14,train,-1.0,0.025676238549291318,2.5,0.25,15,-0.03519300247025425,0,sl
rb1s,2021-04-07,2021-04-12,train,-1.0,0.02569443964425509,2.5,0.25,15,-0.009324726101110903,0,sl
rb1s,2021-04-08,2021-04-13,train,-1.0,0.02544468785464123,2.5,0.25,15,-0.008370338392718057,0,sl
rb1s,2021-04-09,2021-04-13,train,-1.0,0.024433524290620956,2.5,0.25,15,-0.006931350758362376,0,sl
rb1s,2021-04-12,2021-04-14,train,-1.0,0.024402465798987114,2.5,0.25,15,-0.03324873087571101,0,sl
rb1s,2021-04-13,2021-04-14,train,-1.0,0.02411468795498343,2.5,0.25,15,-0.03026775238954782,0,sl
rb1s,2021-04-14,2021-04-15,train,-1.0,0.025218862827645572,2.5,0.25,15,-0.008007860446787696,0,sl
rb1s,2021-04-15,2021-04-28,train,-1.0,0.02461957244858027,2.5,0.25,15,-0.007700027342751881,0,sl
rb1s,2021-04-16,2021-04-28,train,-1.0,0.02148243095610696,2.5,0.25,15,-0.013578565103747442,0,sl
rb1s,2021-04-19,2021-04-28,train,-1.0,0.021471456516032515,2.5,0.25,15,-0.011298076742132013,0,sl
rb1s,2021-04-20,2021-04-28,train,-1.0,0.021706496501849283,2.5,0.25,15,-0.02488297631994585,0,sl
rb1s,2021-04-21,2021-04-23,train,-1.0,0.02064827549915665,2.5,0.25,15,-0.0076749357939212,0,sl
rb1s,2021-04-22,2021-04-23,train,-1.0,0.017760655502645366,2.5,0.25,15,-0.01211448104645596,0,sl
rb1s,2021-04-23,2021-04-27,train,-1.0,0.015978252148822508,2.5,0.25,15,-0.011819859412117717,0,sl
rb1s,2021-04-26,2021-04-27,train,-1.0,0.015026491259498342,2.5,0.25,15,-0.019395035597255417,0,sl
rb1s,2021-04-27,2021-04-28,train,-1.0,0.01526500204490337,2.5,0.25,15,-0.022427051195509584,0,sl
rb1s,2021-04-28,2021-04-29,train,-1.0,0.015990898008479554,2.5,0.25,15,-0.014221663746621926,0,sl
rb1s,2021-04-29,2021-05-04,train,-1.0,0.01546768923840908,2.5,0.25,15,-0.02253065892366357,0,sl
rb1s,2021-04-30,2021-05-03,train,-1.0,0.01438695400729548,2.5,0.25,15,-0.012136974301624859,0,sl
rb1s,2021-05-03,2021-05-20,train,1.0,0.012446568712961088,2.5,0.25,15,-0.025838687513399017,0,sl
rb1s,2021-05-04,2021-05-12,train,-1.0,0.013228140083623942,2.5,0.25,15,-0.004555596938696782,0,sl
rb1s,2021-05-05,2021-05-12,train,-1.0,0.012983000618655594,2.5,0.25,15,-0.004508901290386946,0,sl
rb1s,2021-05-06,2021-05-07,train,-1.0,0.013912758612587114,2.5,0.25,15,-0.006244972572858609,0,sl
rb1s,2021-05-07,2021-05-11,train,-1.0,0.013914138274884654,2.5,0.25,15,-0.006112182522971299,0,sl
rb1s,2021-05-10,2021-05-12,train,-1.0,0.013915278204473884,2.5,0.25,15,-0.01293709495490103,0,sl
rb1s,2021-05-11,2021-05-12,train,-1.0,0.013914780471316059,2.5,0.25,15,-0.009860273805471387,0,sl
rb1s,2021-05-12,2021-05-20,train,-1.0,0.012605677997008579,2.5,0.25,15,0.05266080521532812,1,pt
rb1s,2021-05-13,2021-05-20,train,1.0,0.01460563916861684,2.5,0.25,15,-0.02295614072027241,0,sl
rb1s,2021-05-14,2021-05-19,train,1.0,0.014834626728345074,2.5,0.25,15,-0.0115677603169424,0,sl
rb1s,2021-05-17,2021-05-19,train,1.0,0.015112030729441197,2.5,0.25,15,-0.026085343729751242,0,sl
rb1s,2021-05-18,2021-05-19,train,1.0,0.014649978339595374,2.5,0.25,15,-0.0272571602425421,0,sl
rb1s,2021-05-19,2021-05-20,train,1.0,0.015587851323295676,2.5,0.25,15,-0.026070409940602945,0,sl
rb1s,2021-05-20,2021-05-26,train,1.0,0.016845507682882264,2.5,0.25,15,0.051314631528391,1,pt
rb1s,2021-05-21,2021-06-01,train,1.0,0.01684411933058012,2.5,0.25,15,0.04804674315576096,1,pt
rb1s,2021-05-24,2021-05-26,train,-1.0,0.017424010586032147,2.5,0.25,15,-0.01390394355774971,0,sl
rb1s,2021-05-25,2021-05-26,train,-1.0,0.017017741561481132,2.5,0.25,15,-0.013330821137754745,0,sl
rb1s,2021-05-26,2021-06-01,train,-1.0,0.016579756460333432,2.5,0.25,15,-0.008925252350284074,0,sl
rb1s,2021-05-27,2021-06-01,train,-1.0,0.016326656900536682,2.5,0.25,15,-0.0070527108510858305,0,sl
rb1s,2021-05-28,2021-06-01,train,-1.0,0.016143677599537287,2.5,0.25,15,-0.015676915874861086,0,sl
rb1s,2021-06-01,2021-06-02,train,-1.0,0.016282624429055845,2.5,0.25,15,-0.010919644878864876,0,sl
rb1s,2021-06-02,2021-06-04,train,-1.0,0.015630755137835642,2.5,0.25,15,-0.00793036027110805,0,sl
rb1s,2021-06-03,2021-06-04,train,-1.0,0.015638629945733465,2.5,0.25,15,-0.004405486332122122,0,sl
rb1s,2021-06-04,2021-06-22,train,-1.0,0.015006563142516596,2.5,0.25,15,-0.0057879251624401995,0,sl
rb1s,2021-06-07,2021-06-08,train,-1.0,0.015158498588365729,2.5,0.25,15,-0.011809768071842752,0,sl
rb1s,2021-06-08,2021-06-23,train,-1.0,0.015327167330740155,2.5,0.25,15,-0.020277823413035856,0,sl
rb1s,2021-06-09,2021-06-10,train,-1.0,0.015468632440642751,2.5,0.25,15,-0.004404086179832012,0,sl
rb1s,2021-06-10,2021-06-22,train,-1.0,0.01536185871911268,2.5,0.25,15,-0.005469667137405709,0,sl
rb1s,2021-06-11,2021-06-21,train,-1.0,0.013780011454930704,2.5,0.25,15,-0.004940304801993811,0,sl
rb1s,2021-06-14,2021-06-21,train,-1.0,0.013580752519208818,2.5,0.25,15,-0.011836772984580524,0,sl
rb1s,2021-06-15,2021-06-21,train,-1.0,0.013191224726979107,2.5,0.25,15,-0.012163096223141157,0,sl
rb1s,2021-06-16,2021-06-18,train,-1.0,0.013278668480592327,2.5,0.25,15,-0.005611725114384791,0,sl
rb1s,2021-06-17,2021-06-18,train,-1.0,0.011875280356238568,2.5,0.25,15,-0.015977883968666617,0,sl
rb1s,2021-06-18,2021-06-21,train,-1.0,0.010455985447307322,2.5,0.25,15,-0.013190057374597108,0,sl
rb1s,2021-06-21,2021-06-22,train,-1.0,0.010509386534869157,2.5,0.25,15,-0.012472118172572655,0,sl
rb1s,2021-06-22,2021-06-23,train,-1.0,0.009535937169613613,2.5,0.25,15,-0.017846734910853534,0,sl
rb1s,2021-06-23,2021-06-24,train,-1.0,0.010117241131463294,2.5,0.25,15,-0.004449534662982257,0,sl
rb1s,2021-06-24,2021-06-28,train,-1.0,0.00984598471786912,2.5,0.25,15,0.027324561979529927,1,pt
rb1s,2021-06-25,2021-07-01,train,-1.0,0.010152001633018163,2.5,0.25,15,-0.0028303552963033773,0,sl
rb1s,2021-06-28,2021-06-29,train,-1.0,0.011017597668461996,2.5,0.25,15,-0.01073183880732298,0,sl
rb1s,2021-06-29,2021-07-01,train,-1.0,0.010745855662366695,2.5,0.25,15,-0.011643989891256146,0,sl
rb1s,2021-06-30,2021-07-01,train,-1.0,0.010518387013068564,2.5,0.25,15,-0.011508609828239091,0,sl
rb1s,2021-07-01,2021-07-02,train,-1.0,0.010766907186112605,2.5,0.25,15,-0.014200033887430186,0,sl
rb1s,2021-07-02,2021-07-06,val,-1.0,0.011124494265076723,2.5,0.25,15,0.03113314055613081,1,pt
rb1s,2021-07-06,2021-07-08,val,-1.0,0.013258239531687994,2.5,0.25,15,-0.01211740264318717,0,sl
rb1s,2021-07-07,2021-07-08,val,-1.0,0.013193846300207977,2.5,0.25,15,-0.022302808989347778,0,sl
rb1s,2021-07-08,2021-07-09,val,-1.0,0.013992049290400484,2.5,0.25,15,-0.016317843938838283,0,sl
rb1s,2021-07-09,2021-07-13,val,-1.0,0.01438326500053169,2.5,0.25,15,-0.011474694207998182,0,sl
rb1s,2021-07-12,2021-07-13,val,-1.0,0.014165648640855089,2.5,0.25,15,-0.01804848083248345,0,sl
rb1s,2021-07-13,2021-07-19,val,-1.0,0.014438167616645188,2.5,0.25,15,0.08967778155007722,1,pt
rb1s,2021-07-14,2021-07-19,val,-1.0,0.014755112021223338,2.5,0.25,15,0.07983431551136844,1,pt
rb1s,2021-07-15,2021-07-19,val,-1.0,0.01541001597862963,2.5,0.25,15,0.062169489258899424,1,pt
rb1s,2021-07-16,2021-07-19,val,-1.0,0.015139683774368192,2.5,0.25,15,0.06354277659363217,1,pt
rb1s,2021-07-19,2021-07-22,val,1.0,0.02115624267331453,2.5,0.25,15,0.07714177568418856,1,pt
rb1s,2021-07-20,2021-07-22,val,1.0,0.021053249719420936,2.5,0.25,15,0.06647900553165953,1,pt
rb1s,2021-07-21,2021-07-29,val,1.0,0.022775925583614288,2.5,0.25,15,0.06094283827846203,1,pt
rb1s,2021-07-22,2021-08-12,val,1.0,0.02314529086694888,2.5,0.25,15,0.01245884035767375,1,vert
rb1s,2021-07-23,2021-08-09,val,1.0,0.023165041152076172,2.5,0.25,15,-0.011675216151823431,0,sl
rb1s,2021-07-26,2021-08-04,val,1.0,0.02311444097370416,2.5,0.25,15,-0.011162872835391302,0,sl
rb1s,2021-07-27,2021-08-04,val,1.0,0.022615204730863807,2.5,0.25,15,-0.013720247317172807,0,sl
rb1s,2021-07-28,2021-08-04,val,1.0,0.022524165639964195,2.5,0.25,15,-0.014022787700985528,0,sl
rb1s,2021-07-29,2021-08-02,val,1.0,0.022847057951912518,2.5,0.25,15,-0.021676485714133942,0,sl
rb1s,2021-07-30,2021-08-02,val,1.0,0.02275291020832777,2.5,0.25,15,-0.025699233022419277,0,sl
rb1s,2021-08-02,2021-08-04,val,1.0,0.023393130773472437,2.5,0.25,15,-0.010858576285862398,0,sl
rb1s,2021-08-03,2021-08-04,val,1.0,0.022188294348605985,2.5,0.25,15,-0.009159767487174175,0,sl
rb1s,2021-08-04,2021-08-09,val,1.0,0.022166838152007384,2.5,0.25,15,-0.006755554326690172,0,sl
rb1s,2021-08-05,2021-08-06,val,1.0,0.022043687139843324,2.5,0.25,15,-0.01617262395506447,0,sl
rb1s,2021-08-06,2021-08-09,val,1.0,0.022095656981728527,2.5,0.25,15,-0.009792192164690627,0,sl
rb1s,2021-08-09,2021-08-16,val,1.0,0.022158632043308493,2.5,0.25,15,-0.015169143175183697,0,sl
rb1s,2021-08-10,2021-08-16,val,1.0,0.022031601309664577,2.5,0.25,15,-0.029542749154397474,0,sl
rb1s,2021-08-11,2021-08-12,val,1.0,0.022155099432083564,2.5,0.25,15,-0.011641038808978044,0,sl
rb1s,2021-08-12,2021-08-13,val,1.0,0.021870268903510598,2.5,0.25,15,-0.0056253848190872535,0,sl
rb1s,2021-08-13,2021-08-16,val,1.0,0.021922123785903275,2.5,0.25,15,-0.027269512364309634,0,sl
rb1s,2021-08-16,2021-08-17,val,1.0,0.01694353829348424,2.5,0.25,15,-0.016038893123932252,0,sl
rb1s,2021-08-17,2021-08-18,val,1.0,0.01735453514223321,2.5,0.25,15,-0.008265606952473581,0,sl
rb1s,2021-08-18,2021-08-19,val,1.0,0.014994691061913324,2.5,0.25,15,-0.03082367334526548,0,sl
rb1s,2021-08-19,2021-08-20,val,1.0,0.01512251973088517,2.5,0.25,15,-0.027816478201539874,0,sl
rb1s,2021-08-20,2021-08-23,val,1.0,0.015863357005926615,2.5,0.25,15,0.04921921306617061,1,pt
rb1s,2021-08-23,2021-08-25,val,1.0,0.01977122511350324,2.5,0.25,15,0.07973422035934252,1,pt
rb1s,2021-08-24,2021-09-14,val,1.0,0.02155264264201179,2.5,0.25,15,0.05579315761886794,1,pt
rb1s,2021-08-25,2021-08-26,val,1.0,0.023644885507695765,2.5,0.25,15,-0.02456876507176997,0,sl
rb1s,2021-08-26,2021-09-17,val,1.0,0.02385949924418689,2.5,0.25,15,0.03775749264651829,1,vert
rb1s,2021-08-27,2021-09-09,val,1.0,0.024059016959821426,2.5,0.25,15,-0.00938856424966883,0,sl
rb1s,2021-08-30,2021-09-01,val,1.0,0.023636130041723772,2.5,0.25,15,-0.019918284020088328,0,sl
rb1s,2021-08-31,2021-09-01,val,1.0,0.023671248638641864,2.5,0.25,15,-0.014473131437836462,0,sl
rb1s,2021-09-01,2021-09-23,val,1.0,0.02381616937707902,2.5,0.25,15,0.026632246170311458,1,vert
rb1s,2021-09-02,2021-09-07,val,1.0,0.02406671156883684,2.5,0.25,15,-0.01548416972103761,0,sl
rb1s,2021-09-03,2021-09-07,val,1.0,0.023777387378016133,2.5,0.25,15,-0.011142062526547147,0,sl
rb1s,2021-09-07,2021-09-09,val,1.0,0.023812027123978792,2.5,0.25,15,-0.014225351807449438,0,sl
rb1s,2021-09-08,2021-09-09,val,1.0,0.023590780521173645,2.5,0.25,15,-0.015196286260412029,0,sl
rb1s,2021-09-09,2021-09-30,val,1.0,0.0235657739894743,2.5,0.25,15,0.06507023600300488,1,pt
rb1s,2021-09-10,2021-09-20,val,1.0,0.024161988424404122,2.5,0.25,15,-0.018012999953962883,0,sl
rb1s,2021-09-13,2021-09-20,val,1.0,0.02412294585033504,2.5,0.25,15,-0.0211485954274655,0,sl
rb1s,2021-09-14,2021-09-20,val,1.0,0.023167881808552386,2.5,0.25,15,-0.026330326527984615,0,sl
rb1s,2021-09-15,2021-09-16,val,1.0,0.02289602725987681,2.5,0.25,15,-0.011510922102068388,0,sl
rb1s,2021-09-16,2021-09-20,val,1.0,0.02300216683593831,2.5,0.25,15,-0.030258572820155982,0,sl
rb1s,2021-09-17,2021-09-20,val,1.0,0.021567739714441165,2.5,0.25,15,-0.025837057106898542,0,sl
rb1s,2021-09-20,2021-09-30,val,1.0,0.021404910252373302,2.5,0.25,15,0.05726549471518516,1,pt
rb1s,2021-09-21,2021-09-27,val,1.0,0.019007807994495005,2.5,0.25,15,0.050667373151804806,1,pt
rb1s,2021-09-22,2021-09-29,val,1.0,0.017513257801060965,2.5,0.25,15,0.0438162874081689,1,pt
rb1s,2021-09-23,2021-09-24,val,-1.0,0.015471334066467385,2.5,0.25,15,-0.005455999899613984,0,sl
rb1s,2021-09-24,2021-10-01,val,1.0,0.014293236054311322,2.5,0.25,15,0.05253309616009205,1,pt
rb1s,2021-09-27,2021-09-28,val,1.0,0.014382057749886394,2.5,0.25,15,-0.010368663543730894,0,sl
rb1s,2021-09-28,2021-10-01,val,1.0,0.014253616427806953,2.5,0.25,15,0.04772991846406516,1,pt
rb1s,2021-09-29,2021-10-04,val,1.0,0.014409656222910924,2.5,0.25,15,0.061379310891461314,1,pt
rb1s,2021-09-30,2021-10-04,val,1.0,0.013956638089098276,2.5,0.25,15,0.052187785288958066,1,pt
rb1s,2021-10-01,2021-10-05,val,1.0,0.014005598175745865,2.5,0.25,15,0.047955554391137634,1,pt
rb1s,2021-10-04,2021-10-05,val,-1.0,0.014771782761589998,2.5,0.25,15,-0.02139917627194987,0,sl
rb1s,2021-10-05,2021-10-11,val,-1.0,0.01474360185541249,2.5,0.25,15,-0.008482125104181781,0,sl
rb1s,2021-10-06,2021-10-13,val,1.0,0.015939494034049626,2.5,0.25,15,0.04215405881428458,1,pt
rb1s,2021-10-07,2021-10-08,val,-1.0,0.015257242377786848,2.5,0.25,15,-0.01362234418042041,0,sl
rb1s,2021-10-08,2021-10-11,val,-1.0,0.014684347603943099,2.5,0.25,15,-0.004944637508031757,0,sl
rb1s,2021-10-11,2021-10-15,val,1.0,0.014674203622917738,2.5,0.25,15,0.04562849433724647,1,pt
rb1s,2021-10-12,2021-10-15,val,1.0,0.014696684644424878,2.5,0.25,15,0.043434470116757495,1,pt
rb1s,2021-10-13,2021-10-20,val,1.0,0.014538574545104807,2.5,0.25,15,0.042776969253242036,1,pt
rb1s,2021-10-14,2021-10-28,val,1.0,0.01405213056502371,2.5,0.25,15,-0.006783583378427771,0,sl
rb1s,2021-10-15,2021-10-19,val,1.0,0.014154186029877345,2.5,0.25,15,-0.004383847539745966,0,sl
rb1s,2021-10-18,2021-10-19,val,1.0,0.01187835164620633,2.5,0.25,15,-0.004463927432554304,0,sl
rb1s,2021-10-19,2021-10-27,val,1.0,0.011862306655424391,2.5,0.25,15,-0.014625443211559896,0,sl
rb1s,2021-10-20,2021-10-21,val,1.0,0.011898170815867125,2.5,0.25,15,-0.011282092413741451,0,sl
rb1s,2021-10-21,2021-10-27,val,1.0,0.012454710848482726,2.5,0.25,15,-0.01645307975182697,0,sl
rb1s,2021-10-22,2021-10-27,val,1.0,0.012613203523249319,2.5,0.25,15,-0.015068720426433813,0,sl
rb1s,2021-10-25,2021-10-27,val,1.0,0.012519681176034896,2.5,0.25,15,-0.025995825577020293,0,sl
rb1s,2021-10-26,2021-10-27,val,1.0,0.011897765574937432,2.5,0.25,15,-0.027786859203824732,0,sl
rb1s,2021-10-27,2021-10-28,val,1.0,0.014280184680144407,2.5,0.25,15,-0.008532278619677647,0,sl
rb1s,2021-10-28,2021-11-02,val,1.0,0.0146097167143517,2.5,0.25,15,0.03866208727470899,1,pt
rb1s,2021-10-29,2021-11-03,val,1.0,0.013804641553556297,2.5,0.25,15,-0.01316622351705854,0,sl
rb1s,2021-11-01,2021-11-03,val,1.0,0.013183550801578896,2.5,0.25,15,-0.029386127740321122,0,sl
rb1s,2021-11-02,2021-11-03,val,1.0,0.012905899239131319,2.5,0.25,15,-0.04554916042826007,0,sl
rb1s,2021-11-03,2021-11-04,val,1.0,0.01624224823948634,2.5,0.25,15,-0.019627967593291218,0,sl
rb1s,2021-11-04,2021-11-17,val,1.0,0.0167767841881754,2.5,0.25,15,-0.005365086302322353,0,sl
rb1s,2021-11-05,2021-11-10,val,1.0,0.016726880078089666,2.5,0.25,15,-0.010211555733292244,0,sl
rb1s,2021-11-08,2021-11-10,val,1.0,0.01669141799066524,2.5,0.25,15,-0.010765652492745525,0,sl
rb1s,2021-11-09,2021-11-19,val,-1.0,0.017433816580846848,2.5,0.25,15,0.06875210546807864,1,pt
rb1s,2021-11-10,2021-11-11,val,-1.0,0.01892075819236506,2.5,0.25,15,-0.008967438124838578,0,sl
rb1s,2021-11-11,2021-11-15,val,-1.0,0.018814348493721867,2.5,0.25,15,-0.004745880549600345,0,sl
rb1s,2021-11-12,2021-11-15,val,-1.0,0.018080595815876763,2.5,0.25,15,-0.007527906154587871,0,sl
