date,instrument,f7_volume_z_20,f7_volume_trend_20,f7_oi_level,f7_oi_change,f7_oi_z_20,f7_oi_price_div_20,f7_amihud_20,f7_rolls_spread_20,f7_kyles_lambda_20,f7_overnight_gap,z_f7_amihud_20,z_f7_oi_level,z_f7_oi_change,z_f7_kyles_lambda_20,z_f7_rolls_spread_20,z_f7_overnight_gap
2020-02-13,es1s,-0.09465613216493216,-0.026009645052910813,3213203.33359392,22678.248113149777,1.6365679869433132,1.0,3.0956690607979674e-09,9.880563210729234,4.58573015373337e-06,0.00022183606477213784,-0.2855818303284149,0.7847606913214618,0.07883058962504552,-0.4344317277866179,0.5203898181012884,0.15976634367922396
2020-02-14,es1s,-0.9701251182444851,-0.26658336938203264,3191738.34431345,-21464.989280469716,1.0152583515278135,1.0,2.908159171727908e-09,10.057578279068988,4.351585722424012e-06,0.0005919787033499278,-0.28610805154007446,0.7696537708800744,-0.07851849032236573,-0.4441045069685677,0.5458390273010374,0.35730540758948764
2020-02-18,es1s,-0.21666115934776525,-0.0572208497705089,3227471.67784472,35733.333531269804,1.7196143610232217,1.0,2.9105091306355053e-09,10.810436483371413,4.3704561884003796e-06,0.0003696447756211415,-0.28607395363483085,0.7945107129309175,0.1253811943104571,-0.44327405170386935,0.6542662612519293,0.2385969639911352
2020-02-19,es1s,-1.2981465739762341,-0.361036931393793,3241870.80649326,14399.128648540005,1.8382885394820965,1.0,3.0615489225344353e-09,11.919933560505065,4.5379512384899975e-06,0.0008158724739451168,-0.2856010175012528,0.8044569701520717,0.04931427653621502,-0.43627385896566556,0.8140670377595395,0.4767706347460971
2020-02-20,es1s,0.445733383582507,0.12140894130671276,3233154.96055759,-8715.845935670193,1.4945126989660276,1.0,3.169422903041928e-09,13.856916659963952,4.706311281685096e-06,0.001327629639700366,-0.28525551254128934,0.7982512330218956,-0.03310156907025692,-0.42923823350869955,1.093055698896219,0.7498952193157393
2020-02-21,es1s,0.8115724515616861,0.22132227914474178,3208803.37278396,-24351.58777362993,0.9530910751343974,1.0,3.289480692928788e-09,9.656843880298908,4.913143889600902e-06,-0.0006680274868745772,-0.28487405900919854,0.7811222371601049,-0.08884940219137824,-0.42060573641550325,0.48760753675350416,-0.3155975285569546
2020-02-24,es1s,2.690558808056181,0.8802552765747405,3203596.5189486,-5206.853835359681,0.7829922167392894,-1.0,3.5276421821215163e-09,0.0,5.4619331461526615e-06,-0.009100201934418656,-0.2841439651852856,0.7773738036544376,-0.020573207023607338,-0.3977750479197087,-0.9042707076972987,-4.807865182938808
2020-02-25,es1s,2.844356640587781,1.1619939777355408,3210058.66945877,6462.150510170031,0.8331889120088938,-1.0,3.5420255710813558e-09,0.0,5.638158062469538e-06,-0.001007869218212526,-0.2840745753353796,0.7817798872010221,0.021042867791692167,-0.39041645079808346,-0.9041260787161407,-0.4951973689210179
2020-02-26,es1s,1.9094469270010335,0.8321023049806593,3225632.52225138,15573.852792609949,1.035269779617118,-1.0,3.3540620044511144e-09,0.0,5.407396962365938e-06,0.001754246522186581,-0.2846026462023248,0.7925520230260088,0.053538221542995146,-0.39995972137869784,-0.9039815191126607,0.9767357422372263
2020-02-27,es1s,2.2640145916470176,1.0799694719751796,3345093.56013409,119461.03788270988,2.545517590822804,-1.0,3.765903476920455e-09,0.0,6.418932577235459e-06,-0.003220355412040805,-0.2833595751762278,0.8759157555243883,0.42407660699060423,-0.35790797221153975,-0.9038370288314082,-1.673986404686807
2020-02-28,es1s,2.459929817634572,1.3414413975756458,3518701.67412034,173608.11398625,3.2380195852832667,-1.0,3.6881482138397877e-09,0.0,6.301913182073027e-06,-0.0023700705196450763,-0.28356236806572477,0.9970904408312864,0.6171670988562467,-0.362732612764472,-0.9036926078169945,-1.2206209173919285
2020-03-02,es1s,0.9037791612784181,0.4949412627099583,3462021.81802825,-56679.85609209025,2.2013371642176933,-1.0,3.8538300896537835e-09,0.0,6.688856599783878e-06,-0.017433358968530883,-0.28304621292364146,0.9573114405715079,-0.20439201605147292,-0.34662335159381047,-0.9035482560140929,-9.177850768992041
2020-03-03,es1s,0.8694103687130961,0.4668348531975668,3411303.16149426,-50718.65653398959,1.5565669745390391,-1.0,3.961442119814504e-09,0.0,7.002643831266176e-06,0.00390752695289022,-0.28270159211506984,0.9217103659120646,-0.1831064121665474,-0.33355378417738923,-0.9034039733674393,2.1094766711124286
2020-03-04,es1s,-0.010033368204099722,-0.005237313047392944,3335362.96739803,-75940.19409622997,0.7967827652922158,-1.0,4.1824125232419775e-09,0.0,7.524645755907164e-06,-0.002923856558867123,-0.282022149502071,0.8684949501063408,-0.27307650919367016,-0.3118344525389457,-0.90325975982183,-1.5024853806640104
2020-03-05,es1s,0.10131391717913261,0.05192289172942188,3343583.70097079,8220.733572759666,0.7875889220523568,-1.0,4.457632893968422e-09,40.080794037454446,8.077497935374527e-06,-0.0017673526445528699,-0.2811824759318439,0.874106287600318,0.027249512674395255,-0.28883405668525064,4.864504552337259,-0.8908611001616983
2020-03-06,es1s,0.3294107227717634,0.16056525184942916,3494583.62991412,150999.92894332996,1.881550935771658,-1.0,4.60094000762812e-09,37.02103720153481,8.408211423787325e-06,0.0028974729492096426,-0.28073254104804274,0.9794911319358539,0.5367413672528446,-0.2750646034320981,4.416287515934659,1.5751604604286455
2020-03-09,es1s,-0.07781520524871743,-0.03664837414974398,3704918.80531096,210335.1753968401,2.7379893552095016,-1.0,5.665364776595346e-09,20.72275798173093,1.0342115676819366e-05,-0.01632689328828802,-0.27756116545094955,1.1262977345281289,0.7484087926953473,-0.19467398362991045,2.0741450406315973,-8.532617648047436
2020-03-10,es1s,0.4302832057025312,0.19040993095817837,3658901.38078888,-46017.42452207999,2.0358575210841106,-1.0,5.939409797647839e-09,67.39184469561509,1.1071596970481259e-05,-0.005382488024046529,-0.27672526340899567,1.0939206181434786,-0.16654327303795324,-0.16433935101168945,8.716452016823327,-2.7809522259301227
2020-03-11,es1s,0.03411887886327061,0.014219175307589538,3725857.15384692,66955.77305804007,2.0509223391220406,-1.0,6.541437733213515e-09,82.90391777256212,1.2218394012089408e-05,-0.002183311639969093,-0.27492020130193606,1.1404930364318764,0.23669018461281044,-0.11666003506643904,10.81546289590948,-1.1010743042706235
