date,instrument,f16_regime_alignment_score
2021-11-02,rb1s,0.7441344245017406
2021-11-03,rb1s,0.7913665363098559
2021-11-04,rb1s,0.8154334950143672
2021-11-05,rb1s,0.8405960391493683
2021-11-08,rb1s,0.7820349290595402
2021-11-09,rb1s,0.8355944846590129
2021-11-10,rb1s,0.7642729749899785
2021-11-11,rb1s,0.7454351347120695
2021-11-12,rb1s,0.6782848356039132
2021-11-15,rb1s,0.8674336408224486
2021-11-16,rb1s,0.8638234160607463
2021-11-17,rb1s,0.8421874896036325
2021-11-18,rb1s,0.8758431764665084
2021-11-19,rb1s,0.8814104410619217
2021-11-22,rb1s,0.948658151924327
2021-11-23,rb1s,0.9395949275171128
2021-11-24,rb1s,0.9390234133190365
2021-11-26,rb1s,0.8664000598728113
2021-11-29,rb1s,0.9835252117744455
2021-11-30,rb1s,0.9487801928465708
2021-12-01,rb1s,0.9218130966359933
2021-12-02,rb1s,0.8991474141074718
2021-12-03,rb1s,0.8664046728030905
2021-12-06,rb1s,0.9075330418472416
2021-12-07,rb1s,0.9071728253527052
2021-12-08,rb1s,0.9126815146686837
2021-12-09,rb1s,0.8820470117961074
2021-12-10,rb1s,0.9121511886167454
2021-12-13,rb1s,0.776197737016638
2021-12-14,rb1s,0.7677214548639424
2021-12-15,rb1s,0.8178591067653626
2021-12-16,rb1s,0.8218316896103802
2021-12-17,rb1s,0.6546045884721777
2021-12-20,rb1s,0.7200136595354741
2021-12-21,rb1s,0.7390199201120607
2021-12-22,rb1s,0.6749001219764408
2021-12-23,rb1s,0.7351570117047251
2021-12-27,rb1s,0.9010298181714496
2021-12-28,rb1s,0.9846654709124602
2021-12-29,rb1s,0.9878821948831519
2021-12-30,rb1s,0.9974864523972505
2021-12-31,rb1s,0.9983286384892138
2022-01-03,rb1s,0.9937409040163767
2022-01-04,rb1s,0.9935013800785236
2022-01-05,rb1s,0.9931053714673804
2022-01-06,rb1s,0.9938275812790661
2022-01-07,rb1s,0.9914345218407262
2022-01-10,rb1s,0.9858091379759866
2022-01-11,rb1s,0.9826212103648542
2022-01-12,rb1s,0.9795286652198851
2022-01-13,rb1s,0.9738749862570186
2022-01-14,rb1s,0.9766678316321479
2022-01-18,rb1s,0.7730790670933537
2022-01-19,rb1s,0.8296033563764079
2022-01-20,rb1s,0.8244540032151378
2022-01-21,rb1s,0.7525121471029979
2022-01-24,rb1s,0.9223870550155387
2022-01-25,rb1s,0.8943875319850557
2022-01-26,rb1s,0.9603059251019582
2022-01-27,rb1s,0.9634115871394129
2022-01-28,rb1s,0.9552917843071517
2022-01-31,rb1s,0.9736092974369029
2022-02-01,rb1s,0.9360377473990399
2022-02-02,rb1s,0.9218802703271487
2022-02-03,rb1s,0.9115462859782264
2022-02-04,rb1s,0.9104555132364287
2022-02-07,rb1s,0.9482438190357205
2022-02-08,rb1s,0.9740894983017722
2022-02-09,rb1s,0.9858032033658333
2022-02-10,rb1s,0.9867695077226307
2022-02-11,rb1s,0.9796972602123037
2022-02-14,rb1s,0.9901891703967464
2022-02-15,rb1s,0.997478463846373
2022-02-16,rb1s,0.9992312552319833
2022-02-17,rb1s,0.9996997192569675
2022-02-18,rb1s,0.9998287595451485
2022-02-22,rb1s,0.9992957308418076
2022-02-23,rb1s,0.8635760166258191
2022-02-24,rb1s,0.7164613493056712
2022-02-25,rb1s,0.6324926877920652
2022-02-28,rb1s,0.7047597224691379
2022-03-01,rb1s,0.6845736476409294
2022-03-02,rb1s,0.7205639689299609
2022-03-03,rb1s,0.8282300540073849
2022-03-04,rb1s,0.7664597412717006
2022-03-07,rb1s,0.8685481396194624
2022-03-08,rb1s,0.9446910990511632
2022-03-09,rb1s,0.9993792399275179
2022-03-10,rb1s,0.9992618720664987
2022-03-11,rb1s,0.9989046952536313
2022-03-14,rb1s,0.9978196005192154
2022-03-15,rb1s,0.9987670347507976
2022-03-16,rb1s,0.9988824231935768
2022-03-17,rb1s,0.9960788187010332
2022-03-18,rb1s,0.9958351059732593
2022-03-21,rb1s,0.9900971883283158
2022-03-22,rb1s,0.9867751478840175
2022-03-23,rb1s,0.9864607097918386
2022-03-24,rb1s,0.9817488631798984
2022-03-25,rb1s,0.9807912415545377
2022-03-28,rb1s,0.931505881952475
2022-03-29,rb1s,0.8975193032454543
2022-03-30,rb1s,0.9397651803305676
2022-03-31,rb1s,0.9575432834237929
2022-04-01,rb1s,0.8101168151207808
2022-04-04,rb1s,0.8138538268014891
2022-04-05,rb1s,0.7762087389802785
2022-04-06,rb1s,0.6069922225676837
2022-04-07,rb1s,0.525413572815436
2022-04-08,rb1s,0.5623522397813112
2022-04-11,rb1s,0.18767290276528512
2022-04-12,rb1s,0.435681579225734
2022-04-13,rb1s,0.653431704256112
2022-04-14,rb1s,0.692850818155542
2022-04-18,rb1s,0.6601265112111586
2022-04-19,rb1s,0.3563799149808425
2022-04-20,rb1s,0.3376745235177179
2022-04-21,rb1s,0.34077229154857047
2022-04-22,rb1s,0.35132673181142043
2022-04-25,rb1s,0.4782265282273336
2022-04-26,rb1s,0.9363943084241226
2022-04-27,rb1s,0.9505867744729016
2022-04-28,rb1s,0.949775644921848
2022-04-29,rb1s,0.9124419634221964
2022-05-02,rb1s,0.8917248257665874
2022-05-03,rb1s,0.7867780479402084
2022-05-04,rb1s,0.8448755097827143
2022-05-05,rb1s,0.8779761314981103
2022-05-06,rb1s,0.9199235072427849
2022-05-09,rb1s,0.8765377921936495
2022-05-10,rb1s,0.928707382745655
2022-05-11,rb1s,0.9371449264865152
2022-05-12,rb1s,0.9443166735385896
2022-05-13,rb1s,0.9664477284371294
2022-05-16,rb1s,0.962595499578519
2022-05-17,rb1s,0.9111676843773397
2022-05-18,rb1s,0.8666325939309015
2022-05-19,rb1s,0.9224930089700878
2022-05-20,rb1s,0.8646200463991659
2022-05-23,rb1s,0.8697018218861245
2022-05-24,rb1s,0.8558030084825813
2022-05-25,rb1s,0.9932898678836536
2022-05-26,rb1s,0.9944193211723018
2022-05-27,rb1s,0.9966217400349844
2022-05-31,rb1s,0.9859022425869831
2022-06-01,rb1s,0.9891795563789092
2022-06-02,rb1s,0.9938016910357665
2022-06-03,rb1s,0.9947267433373139
2022-06-06,rb1s,0.993102743658613
2022-06-07,rb1s,0.9925889131870441
2022-06-08,rb1s,0.9922227352344176
2022-06-09,rb1s,0.9906799054262397
2022-06-10,rb1s,0.978627516877832
2022-06-13,rb1s,0.995238828184265
2022-06-14,rb1s,0.9903880713614297
2022-06-15,rb1s,0.9833263707525695
2022-06-16,rb1s,0.9650509066974534
2022-06-17,rb1s,0.9592515543320029
2022-06-21,rb1s,0.9152942228128115
2022-06-22,rb1s,0.8998322806381507
2022-06-23,rb1s,0.9627025756758028
2022-06-24,rb1s,0.9643273650211498
2022-06-27,rb1s,0.9701011890912246
2022-06-28,rb1s,0.9595321883926761
2022-06-29,rb1s,0.9722102982083395
2022-06-30,rb1s,0.9805552387856387
2020-05-05,ng1s,
2020-05-06,ng1s,
2020-05-07,ng1s,
2020-05-08,ng1s,
2020-05-11,ng1s,
2020-05-12,ng1s,
2020-05-14,ng1s,
2020-05-15,ng1s,
2020-05-18,ng1s,
2020-05-19,ng1s,
2020-05-20,ng1s,
2020-05-21,ng1s,
2020-05-27,ng1s,
2020-05-28,ng1s,
2020-05-29,ng1s,
2020-06-01,ng1s,
2020-06-02,ng1s,
2020-08-03,ng1s,
2020-08-06,ng1s,
2020-08-10,ng1s,
2020-09-24,ng1s,
2020-10-09,ng1s,
2020-10-12,ng1s,
2020-10-13,ng1s,
2020-10-14,ng1s,
2020-10-26,ng1s,
2020-10-27,ng1s,
2021-02-16,ng1s,
2021-10-05,ng1s,0.2793619325935868
2021-10-06,ng1s,0.11636177003700328
2021-10-07,ng1s,0.321156041055747
2021-10-08,ng1s,0.3411556731864264
2021-10-11,ng1s,0.29893047993560556
2021-10-12,ng1s,0.1258615881885683
2021-10-13,ng1s,0.06357371542581736
2021-10-14,ng1s,0.04337261769236393
2021-10-15,ng1s,0.07888847528299468
2021-10-18,ng1s,0.15655307843372596
2021-10-19,ng1s,0.07606202208666431
2021-10-20,ng1s,0.03791979429481034
2021-10-21,ng1s,0.020534536424411352
2021-10-22,ng1s,0.021551478412415313
2021-10-25,ng1s,0.01102774123157289
2021-10-26,ng1s,0.006153352100589145
2021-10-27,ng1s,0.005599081296595663
2021-10-28,ng1s,0.9902816696130897
2021-10-29,ng1s,0.9915316474149121
2021-11-01,ng1s,0.9892106674085573
2021-11-02,ng1s,0.9837392326826919
2021-11-03,ng1s,0.9615159812257682
2021-11-04,ng1s,0.9532976254799813
2021-11-05,ng1s,0.9547314930249414
2021-11-08,ng1s,0.9218078579571389
2021-11-09,ng1s,0.9198352078261494
2021-11-10,ng1s,0.8718624818239368
2021-11-11,ng1s,0.8313819368083525
2021-11-12,ng1s,0.8418579962918479
2021-11-15,ng1s,0.8410573478193055
2021-11-16,ng1s,0.8130655199007744
2021-11-17,ng1s,0.7870691826718473
2021-11-18,ng1s,0.7275671099670893
2021-11-19,ng1s,0.7831940531966437
2021-11-22,ng1s,0.6666742335861304
2021-11-23,ng1s,0.6093823852482955
2021-11-24,ng1s,0.57545130284672
2021-11-26,ng1s,0.8927314099208045
2021-11-29,ng1s,0.9394013525570651
2021-11-30,ng1s,0.9375378859104828
2022-01-13,ng1s,0.4548523962997319
2022-01-14,ng1s,0.6033883885979658
2022-01-18,ng1s,0.5206112176449996
2022-01-25,ng1s,0.5712229138446722
2022-01-26,ng1s,0.9607674775156831
2022-01-27,ng1s,0.962503586545301
2022-01-28,ng1s,0.9786784900553712
2022-01-31,ng1s,0.9878414759206431
2022-02-01,ng1s,0.9852249659488428
2022-02-02,ng1s,0.9967398602535471
2022-02-03,ng1s,0.9991963295320527
2022-02-04,ng1s,0.9997168892359969
2022-02-08,ng1s,0.9987639739745591
2022-02-09,ng1s,0.9978596967570019
2022-02-10,ng1s,0.9947669188001436
2022-02-11,ng1s,0.9927440803142215
2022-02-14,ng1s,0.9920966834135959
2022-02-15,ng1s,0.9929173206269192
2022-02-16,ng1s,0.9950799207919439
2022-02-17,ng1s,0.9960873378157921
2022-02-18,ng1s,0.9978635598068519
2022-02-22,ng1s,0.993503868713134
2022-02-23,ng1s,0.992255963760105
2022-02-24,ng1s,0.9606702595078679
2022-02-25,ng1s,0.9456537416934186
2022-02-28,ng1s,0.9132537971427632
2022-03-01,ng1s,0.8266507780185844
2022-03-02,ng1s,0.8911326921416636
2022-03-03,ng1s,0.6666859405126906
2022-03-04,ng1s,0.7767212226977245
2022-03-07,ng1s,0.8330964148001532
2022-03-08,ng1s,0.8132084057816692
2022-03-09,ng1s,0.7646263643619317
2022-03-10,ng1s,0.8079997572191854
2022-03-11,ng1s,0.8328146588146508
2022-03-14,ng1s,0.8128535083223752
2022-03-15,ng1s,0.705941437647662
2022-03-16,ng1s,0.7286456493245758
2022-03-17,ng1s,0.8527745641165586
2022-05-04,ng1s,0.999246423598669
2022-05-05,ng1s,0.9996821224310837
2022-05-06,ng1s,0.9989534716476778
2022-05-17,ng1s,0.9979582002785039
2022-05-18,ng1s,0.9982436217418359
2022-05-19,ng1s,0.9982514730989409
2022-05-25,ng1s,0.997476665588408
2022-06-01,ng1s,0.986440507802498
2022-06-02,ng1s,0.9729403708884583
2022-06-03,ng1s,0.9677222329069177
2022-06-06,ng1s,0.9937867868175525
2022-06-07,ng1s,0.9940286612166273
2022-06-08,ng1s,0.9836831811203233
2022-06-17,ng1s,0.7586068824524862
2022-06-21,ng1s,0.6484520913885563
2022-06-22,ng1s,0.6703930672340862
2022-06-29,ng1s,0.8587848467287766
2020-03-16,gc1s,
2020-03-18,gc1s,
2020-03-19,gc1s,
2020-03-20,gc1s,
2020-03-25,gc1s,
2020-03-26,gc1s,
2020-03-27,gc1s,
2020-03-30,gc1s,
2020-03-31,gc1s,
2020-04-01,gc1s,
2020-04-02,gc1s,
2020-04-03,gc1s,
2020-04-13,gc1s,
2020-04-15,gc1s,
2020-04-16,gc1s,
2020-04-17,gc1s,
2020-04-20,gc1s,
2020-04-27,gc1s,
2020-04-28,gc1s,
2020-05-06,gc1s,
2020-05-07,gc1s,
2020-05-20,gc1s,
2020-05-21,gc1s,
2020-05-22,gc1s,
2020-05-26,gc1s,
2020-05-27,gc1s,
2020-05-28,gc1s,
2020-06-02,gc1s,
2020-06-19,gc1s,
2020-06-22,gc1s,
2020-06-23,gc1s,
2020-06-25,gc1s,
2020-06-26,gc1s,
2020-06-29,gc1s,
2020-07-02,gc1s,
2020-07-06,gc1s,
2020-07-07,gc1s,
2020-07-08,gc1s,
2020-07-09,gc1s,
2020-07-10,gc1s,
2020-07-13,gc1s,
2020-07-14,gc1s,
2020-07-15,gc1s,
2020-07-16,gc1s,
2020-08-18,gc1s,
2020-08-19,gc1s,
2020-08-20,gc1s,
2020-08-21,gc1s,
2020-08-24,gc1s,
2020-09-23,gc1s,
2020-09-24,gc1s,
2020-09-25,gc1s,
2020-09-28,gc1s,
2020-09-29,gc1s,
2020-09-30,gc1s,
2020-10-19,gc1s,
2020-10-20,gc1s,
2020-10-21,gc1s,
2020-10-22,gc1s,
2020-10-23,gc1s,
2020-10-26,gc1s,
2020-10-27,gc1s,
2020-10-28,gc1s,
2020-10-29,gc1s,
2020-10-30,gc1s,
2020-11-03,gc1s,
2020-11-04,gc1s,
2020-11-10,gc1s,
2020-11-12,gc1s,
2020-11-19,gc1s,
2020-11-23,gc1s,
2020-11-24,gc1s,
2020-11-25,gc1s,
2020-11-27,gc1s,
2020-11-30,gc1s,
2020-12-01,gc1s,
2020-12-02,gc1s,
2020-12-14,gc1s,
2020-12-15,gc1s,
2020-12-16,gc1s,
2020-12-24,gc1s,
2020-12-28,gc1s,
2020-12-29,gc1s,
2020-12-30,gc1s,
2020-12-31,gc1s,
2021-01-04,gc1s,
2021-01-20,gc1s,
2021-01-21,gc1s,
2021-02-04,gc1s,
2021-02-19,gc1s,
2021-02-26,gc1s,
2021-03-01,gc1s,
2021-03-02,gc1s,
2021-03-03,gc1s,
2021-03-04,gc1s,
2021-03-05,gc1s,
2021-03-08,gc1s,
2021-03-09,gc1s,
2021-03-10,gc1s,
2021-03-11,gc1s,
2021-03-12,gc1s,
2021-03-15,gc1s,
2021-03-16,gc1s,
2021-03-17,gc1s,
2021-03-18,gc1s,
2021-03-19,gc1s,
2021-04-06,gc1s,
2021-04-07,gc1s,
2021-04-09,gc1s,
2021-05-07,gc1s,
2021-05-12,gc1s,
2021-05-13,gc1s,
2021-05-17,gc1s,
2021-05-18,gc1s,
2021-05-19,gc1s,
2021-05-20,gc1s,
2021-05-28,gc1s,
2021-06-01,gc1s,
2021-08-03,gc1s,
2021-08-04,gc1s,
2021-08-09,gc1s,
2021-08-10,gc1s,
2021-08-11,gc1s,
2021-08-12,gc1s,
2021-09-20,gc1s,
2021-09-21,gc1s,
2021-09-22,gc1s,
2021-09-23,gc1s,
2021-09-24,gc1s,
2021-09-27,gc1s,
2021-09-28,gc1s,
2021-09-29,gc1s,0.6459348333126994
2021-09-30,gc1s,0.6074392331058425
2021-10-01,gc1s,0.06668585144982457
2021-10-05,gc1s,0.030140258526938236
2021-10-06,gc1s,0.026184995063584973
2021-10-07,gc1s,0.026366155514896333
2021-11-10,gc1s,0.38167188477566855
2022-01-24,gc1s,0.9950325195456695
2022-01-25,gc1s,0.9944043255961253
2022-02-16,gc1s,0.35008993034365554
2022-02-22,gc1s,0.2720794976755323
2022-02-24,gc1s,0.627878262364441
2022-02-25,gc1s,0.26054754191985613
2022-03-03,gc1s,0.16702824227739005
2022-03-22,gc1s,0.03202376986961318
2022-04-25,gc1s,0.35216879775861365
2022-04-27,gc1s,0.8117937130756824
2022-04-28,gc1s,0.5949220956824464
2022-05-02,gc1s,0.3099064110182629
2022-05-09,gc1s,0.10203746473813356
2022-05-10,gc1s,0.04859682356364485
2022-05-12,gc1s,0.016529318939440908
2022-05-13,gc1s,0.008264388021571957
2022-05-17,gc1s,0.004326067633978968
2022-05-18,gc1s,0.0034050760331054823
2022-05-31,gc1s,0.2732673641765255
2022-06-01,gc1s,0.04536996559763936
2022-06-03,gc1s,0.2343495886334792
2022-06-07,gc1s,0.08148051623664525
2022-06-14,gc1s,0.0741896153721712
2022-06-15,gc1s,0.07796233920518891
2022-06-23,gc1s,0.9497679309729066
2022-06-24,gc1s,0.8676462861241262
2022-06-27,gc1s,0.8482569333213509
2022-06-28,gc1s,0.8320344941463039
2022-06-29,gc1s,0.7438054352251728
2022-06-30,gc1s,0.7546671816907585
2020-01-03,si1s,
2020-01-06,si1s,
2020-01-07,si1s,
2020-01-08,si1s,
2020-01-09,si1s,
2020-01-10,si1s,
2020-01-13,si1s,
2020-01-14,si1s,
2020-01-16,si1s,
2020-01-17,si1s,
2020-01-21,si1s,
2020-01-22,si1s,
2020-01-23,si1s,
2020-01-24,si1s,
2020-01-27,si1s,
2020-01-28,si1s,
2020-01-29,si1s,
2020-01-30,si1s,
2020-01-31,si1s,
2020-02-03,si1s,
2020-02-04,si1s,
2020-02-05,si1s,
2020-02-06,si1s,
2020-02-07,si1s,
2020-02-11,si1s,
2020-02-12,si1s,
2020-02-13,si1s,
2020-02-14,si1s,
2020-02-19,si1s,
2020-02-20,si1s,
2020-02-21,si1s,
2020-02-24,si1s,
2020-02-25,si1s,
2020-02-26,si1s,
2020-02-27,si1s,
2020-02-28,si1s,
2020-03-02,si1s,
2020-03-03,si1s,
2020-03-04,si1s,
2020-03-05,si1s,
2020-03-06,si1s,
2020-03-09,si1s,
2020-03-10,si1s,
2020-03-11,si1s,
2020-03-12,si1s,
2020-03-13,si1s,
2020-03-16,si1s,
2020-03-17,si1s,
2020-03-18,si1s,
2020-03-19,si1s,
2020-03-20,si1s,
2020-03-23,si1s,
2020-03-24,si1s,
2020-03-26,si1s,
2020-03-27,si1s,
2020-03-30,si1s,
2020-03-31,si1s,
2020-04-01,si1s,
2020-04-02,si1s,
2020-04-03,si1s,
2020-04-06,si1s,
2020-04-07,si1s,
2020-04-08,si1s,
2020-04-09,si1s,
2020-04-13,si1s,
2020-04-14,si1s,
2020-04-15,si1s,
2020-04-16,si1s,
2020-04-17,si1s,
2020-04-20,si1s,
2020-04-22,si1s,
2020-04-23,si1s,
2020-04-24,si1s,
2020-04-29,si1s,
2020-04-30,si1s,
2020-05-01,si1s,
2020-05-04,si1s,
2020-05-05,si1s,
2020-05-06,si1s,
2020-05-07,si1s,
2020-05-08,si1s,
2020-05-11,si1s,
2020-05-12,si1s,
2020-05-13,si1s,
2020-05-14,si1s,
2020-05-15,si1s,
2020-05-18,si1s,
2020-05-19,si1s,
2020-05-20,si1s,
2020-05-21,si1s,
2020-05-22,si1s,
2020-05-26,si1s,
2020-05-27,si1s,
2020-05-28,si1s,
2020-05-29,si1s,
2020-06-01,si1s,
2020-06-02,si1s,
2020-06-04,si1s,
2020-06-09,si1s,
2020-06-10,si1s,
2020-06-11,si1s,
2020-06-12,si1s,
2020-06-15,si1s,
2020-06-16,si1s,
2020-06-17,si1s,
2020-06-18,si1s,
2020-06-19,si1s,
2020-06-22,si1s,
2020-06-23,si1s,
2020-06-24,si1s,
2020-06-25,si1s,
2020-06-26,si1s,
2020-06-29,si1s,
2020-07-01,si1s,
2020-07-02,si1s,
2020-07-06,si1s,
2020-07-07,si1s,
2020-07-08,si1s,
2020-07-09,si1s,
2020-07-10,si1s,
2020-07-13,si1s,
2020-07-14,si1s,
2020-07-15,si1s,
2020-07-17,si1s,
2020-07-20,si1s,
2020-07-21,si1s,
2020-07-22,si1s,
2020-07-23,si1s,
2020-07-24,si1s,
2020-07-27,si1s,
2020-07-28,si1s,
2020-07-29,si1s,
2020-07-30,si1s,
2020-07-31,si1s,
2020-08-03,si1s,
2020-08-04,si1s,
2020-08-05,si1s,
2020-08-06,si1s,
2020-08-07,si1s,
2020-08-10,si1s,
2020-08-11,si1s,
2020-08-12,si1s,
2020-08-13,si1s,
2020-08-14,si1s,
2020-08-17,si1s,
2020-08-18,si1s,
2020-08-19,si1s,
2020-08-20,si1s,
2020-08-21,si1s,
2020-08-25,si1s,
2020-08-27,si1s,
2020-08-28,si1s,
2020-08-31,si1s,
2020-09-01,si1s,
2020-09-02,si1s,
2020-09-03,si1s,
2020-09-04,si1s,
2020-09-08,si1s,
2020-09-10,si1s,
2020-09-11,si1s,
2020-09-14,si1s,
2020-09-15,si1s,
2020-09-16,si1s,
2020-09-17,si1s,
2020-09-18,si1s,
2020-09-21,si1s,
2020-09-22,si1s,
2020-09-24,si1s,
2020-09-28,si1s,
2020-09-29,si1s,
2020-09-30,si1s,
2020-10-02,si1s,
2020-10-05,si1s,
2020-10-06,si1s,
2020-10-07,si1s,
2020-10-08,si1s,
2020-10-09,si1s,
2020-10-12,si1s,
2020-10-14,si1s,
2020-10-16,si1s,
2020-10-19,si1s,
2020-10-20,si1s,
2020-10-21,si1s,
2020-10-22,si1s,
2020-10-23,si1s,
2020-10-26,si1s,
2020-10-27,si1s,
2020-10-28,si1s,
2020-10-29,si1s,
2020-10-30,si1s,
2020-11-02,si1s,
2020-11-03,si1s,
2020-11-04,si1s,
2020-11-05,si1s,
2020-11-06,si1s,
2020-11-09,si1s,
2020-11-10,si1s,
2020-11-11,si1s,
2020-11-12,si1s,
2020-11-13,si1s,
2020-11-16,si1s,
2020-11-17,si1s,
2020-11-18,si1s,
2020-11-19,si1s,
2020-11-20,si1s,
2020-11-23,si1s,
2020-11-24,si1s,
2020-11-25,si1s,
2020-11-27,si1s,
2020-11-30,si1s,
2020-12-03,si1s,
2020-12-04,si1s,
2020-12-07,si1s,
2020-12-08,si1s,
2020-12-09,si1s,
2020-12-10,si1s,
2020-12-11,si1s,
2020-12-14,si1s,
2020-12-15,si1s,
2020-12-16,si1s,
2020-12-17,si1s,
2020-12-18,si1s,
2020-12-21,si1s,
2020-12-22,si1s,
2020-12-23,si1s,
2020-12-24,si1s,
2020-12-28,si1s,
2020-12-29,si1s,
2020-12-30,si1s,
2020-12-31,si1s,
2021-01-04,si1s,
2021-01-05,si1s,
2021-01-08,si1s,
2021-01-12,si1s,
2021-01-13,si1s,
2021-01-14,si1s,
2021-01-15,si1s,
2021-01-19,si1s,
2021-01-20,si1s,
2021-01-21,si1s,
2021-01-22,si1s,
2021-01-25,si1s,
2021-01-26,si1s,
2021-01-27,si1s,
2021-01-28,si1s,
2021-02-01,si1s,
2021-02-03,si1s,
2021-02-04,si1s,
2021-02-05,si1s,
2021-02-08,si1s,
2021-02-09,si1s,
2021-02-10,si1s,
2021-02-11,si1s,
2021-02-12,si1s,
2021-02-16,si1s,
2021-02-17,si1s,
2021-02-18,si1s,
2021-02-19,si1s,
2021-02-22,si1s,
2021-02-23,si1s,
2021-02-24,si1s,
2021-02-26,si1s,
2021-03-01,si1s,
2021-03-02,si1s,
2021-03-03,si1s,
2021-03-04,si1s,
2021-03-05,si1s,
2021-03-08,si1s,
2021-03-09,si1s,
2021-03-10,si1s,
2021-03-11,si1s,
2021-03-12,si1s,
2021-03-15,si1s,
2021-03-16,si1s,
2021-03-17,si1s,
2021-03-18,si1s,
2021-03-19,si1s,
2021-03-22,si1s,
2021-03-23,si1s,
2021-03-24,si1s,
2021-03-25,si1s,
2021-03-26,si1s,
2021-03-29,si1s,
2021-03-30,si1s,
2021-03-31,si1s,
2021-04-01,si1s,
2021-04-05,si1s,
2021-04-06,si1s,
2021-04-07,si1s,
2021-04-08,si1s,
2021-04-09,si1s,
2021-04-12,si1s,
2021-04-13,si1s,
2021-04-14,si1s,
2021-04-16,si1s,
2021-04-21,si1s,
2021-04-26,si1s,
2021-04-27,si1s,
2021-04-28,si1s,
2021-04-29,si1s,
2021-04-30,si1s,
2021-05-03,si1s,
2021-05-04,si1s,
2021-05-05,si1s,
2021-05-06,si1s,
2021-05-07,si1s,
2021-05-10,si1s,
2021-05-11,si1s,
2021-05-12,si1s,
2021-05-13,si1s,
2021-05-14,si1s,
2021-05-17,si1s,
2021-05-18,si1s,
2021-05-19,si1s,
2021-05-20,si1s,
2021-05-21,si1s,
2021-05-24,si1s,
2021-05-25,si1s,
2021-05-28,si1s,
2021-06-01,si1s,
2021-06-02,si1s,
2021-06-03,si1s,
2021-06-08,si1s,
2021-06-09,si1s,
2021-06-10,si1s,
2021-06-11,si1s,
2021-06-14,si1s,
2021-06-15,si1s,
2021-06-16,si1s,
2021-06-17,si1s,
2021-06-18,si1s,
2021-06-21,si1s,
2021-06-22,si1s,
2021-06-23,si1s,
2021-06-24,si1s,
2021-06-25,si1s,
2021-06-28,si1s,
2021-06-29,si1s,
2021-06-30,si1s,
2021-07-01,si1s,
2021-07-02,si1s,
2021-07-06,si1s,
2021-07-08,si1s,
2021-07-09,si1s,
2021-07-12,si1s,
2021-07-13,si1s,
2021-07-15,si1s,
2021-07-16,si1s,
2021-07-19,si1s,
2021-07-20,si1s,
2021-07-21,si1s,
2021-07-22,si1s,
2021-07-23,si1s,
2021-07-26,si1s,
2021-07-27,si1s,
2021-07-28,si1s,
2021-07-29,si1s,
2021-07-30,si1s,
2021-08-02,si1s,
2021-08-03,si1s,
2021-08-04,si1s,
2021-08-05,si1s,
2021-08-06,si1s,
2021-08-09,si1s,
2021-08-10,si1s,
2021-08-11,si1s,
2021-08-12,si1s,
2021-08-13,si1s,
2021-08-16,si1s,
2021-08-17,si1s,
2021-08-18,si1s,
2021-08-19,si1s,
2021-08-20,si1s,
2021-08-23,si1s,
2021-08-24,si1s,
2021-08-25,si1s,
2021-08-26,si1s,
2021-08-27,si1s,
2021-08-30,si1s,
2021-08-31,si1s,
2021-09-01,si1s,
2021-09-02,si1s,
2021-09-03,si1s,
2021-09-07,si1s,
2021-09-08,si1s,
2021-09-09,si1s,
2021-09-10,si1s,
2021-09-13,si1s,
2021-09-14,si1s,
2021-09-15,si1s,
2021-09-16,si1s,
2021-09-17,si1s,
2021-09-20,si1s,
2021-09-21,si1s,
2021-09-22,si1s,
2021-09-23,si1s,
2021-09-24,si1s,
2021-09-27,si1s,
2021-09-28,si1s,
2021-09-29,si1s,0.9944683156511063
2021-09-30,si1s,0.9731423368606131
2021-10-01,si1s,0.932031721619241
2021-10-04,si1s,0.9569033307329449
2021-10-05,si1s,0.9529445158146989
2021-10-06,si1s,0.9667316349648656
2021-10-07,si1s,0.9882868121443231
2021-10-08,si1s,0.9890151874106581
2021-10-11,si1s,0.986623883905676
2021-10-13,si1s,0.9417893474260188
2021-10-14,si1s,0.9490238451789629
2021-10-15,si1s,0.9564567488261873
2021-10-18,si1s,0.9545089007305618
2021-10-19,si1s,0.866348045907839
2021-10-20,si1s,0.6824938659586831
2021-10-21,si1s,0.6933914207690364
2021-10-22,si1s,0.7284891857392266
2021-10-25,si1s,0.6289795622494812
2021-10-26,si1s,0.6578969294514833
2021-10-27,si1s,0.5118223700503218
2021-10-28,si1s,0.9866326961993751
2021-10-29,si1s,0.9888955968199153
2021-11-01,si1s,0.9771617175541528
2021-11-02,si1s,0.824338624995929
2021-11-03,si1s,0.8468812071310763
2021-11-04,si1s,0.7592043350138803
2021-11-05,si1s,0.7847392021236229
2021-11-08,si1s,0.8154583833651825
2021-11-09,si1s,0.8727695543351296
2021-11-10,si1s,0.7973222981010775
2021-11-11,si1s,0.7086368326453638
2021-11-12,si1s,0.6664108746201054
2021-11-15,si1s,0.7585942219182101
2021-11-16,si1s,0.8514617433593117
2021-11-17,si1s,0.8551043430519124
2021-11-18,si1s,0.8706817555044456
2021-11-19,si1s,0.9012359762593076
2021-11-22,si1s,0.9020626703842596
2021-11-23,si1s,0.6789449186245814
2021-11-24,si1s,0.4386733917742987
2021-11-26,si1s,0.8905431721756761
2021-11-29,si1s,0.9747152529096578
2021-11-30,si1s,0.9636231754858265
